List Date,Company,Group,Sector,Sub Sector,Country of Incorporation,Market,Ord Shares,Dep Receipts,Fixed Int,Warrants, Mkt Cap £m ,International Main Market,FCA Listing Category
31-Aug-05,REAL GOOD FOOD PLC                 ,3577,Food Producers,Food Products,GB,AIM,YES,NO,NO,NO,24.703882,N,
21-May-92,REAL HOTEL CO PLC(THE)             ,5753,Travel & Leisure,Hotels,GB,Main Market,NO,NO,YES,NO,0,N,Standard
23-Oct-07,RECKITT BENCKISER GROUP PLC        ,3724,Household Goods,Nondurable Household Products,GB,Main Market,YES,NO,NO,NO,36867.0318533,N,Premium
23-Dec-05,RECONSTRUCTION CAPITAL II          ,8985,Equity Investment Instruments,Equity Investment Instruments,KY,AIM,YES,NO,NO,NO,9.6310531997,N,
3-Dec-07,RECORD PLC                         ,8771,General Financial,Asset Managers,GB,Main Market,YES,NO,NO,NO,74.71602,N,Premium
23-Jun-11,RED EMPEROR RESOURCES NL           ,533,Oil & Gas Producers,Exploration & Production,AU,AIM,YES,NO,NO,NO,3.6603080388,N,
25-Sep-13,RED LEOPARD HLDGS                  ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,0.779462184,N,
29-Jul-05,RED ROCK RESOURCES                 ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,3.1677801488,N,
29-Jul-02,RED24 PLC                          ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,6.4902945375,N,
6-Dec-13,REDCENTRIC PLC                     ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,213.98806588,N,
25-Apr-13,REDDE PLC                          ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,260.710604,N,
11-Oct-12,REDEFINE INTL PLC                  ,8633,Real Estate Investment & Services,Real Estate Holding & Development,IM,Main Market,YES,NO,NO,NO,706.373055205,N,Premium
2-Jul-03,REDHALL GROUP                      ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,5.64411421,N,
17-May-94,REDROW                             ,3728,Household Goods,Home Construction,GB,Main Market,YES,NO,NO,NO,1092.75881679,N,Premium
21-Apr-48,REED ELSEVIER                      ,5557,Media,Publishing,GB,Main Market,YES,NO,NO,NO,12427.657869,N,Premium
27-Sep-02,REGAL PETROLEUM                    ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,10.019932375,N,
22-Feb-05,REGENCY MINES                      ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,2.3500926156,N,
31-Mar-05,REGENERSIS PLC                     ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,173.8497178,N,
14-Oct-08,REGUS PLC                          ,2791,Support Services,Business Support Services,JE,Main Market,YES,NO,NO,NO,1951.475599508,N,Premium
18-Nov-05,REI AGRO                           ,3577,Food Producers,Food Products,IN,Main Market,NO,YES,NO,NO,0,Y,Standard
27-Sep-04,RELIANCE INDUSTRIES                ,533,Oil & Gas Producers,Exploration & Production,IN,Main Market,NO,YES,NO,NO,0,Y,
8-Mar-96,RELIANCE INFRASTRUCTURE LTD        ,7535,Electricity,Electricity,IN,PSM,NO,YES,NO,NO,0,N,Standard
12-Aug-05,RENEURON GROUP                     ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,62.60357201,N,
28-Feb-11,RENEW HLDGS                        ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,172.808404395,N,
6-Jan-10,RENEWABLE ENERGY GENERATION LTD    ,7537,Electricity,Alternative Electricity,JE,AIM,YES,NO,NO,NO,67.4328941,N,
11-Feb-05,RENEWABLE ENERGY HLDGS             ,7537,Electricity,Alternative Electricity,GB,AIM,YES,NO,NO,NO,0.9571306388,N,
29-Jul-13,RENEWABLES INFRASTRUCTURE GRP(THE) ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,432.09481432,N,Premium
16-Nov-84,RENISHAW PLC                       ,2737,Electronic & Electrical Equipment,Electronic Equipment,GB,Main Market,YES,NO,NO,NO,1427.4486744,N,Premium
29-May-96,RENN UNIVERSAL GROWTH INVST TST PLC,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,0,N,
10-Dec-09,RENOLD                             ,2757,Industrial Engineering,Industrial Machinery,GB,Main Market,YES,NO,YES,NO,129.1925561325,N,Premium
10-Jun-99,RENSBURG AIM VCT                   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,15.04002079,N,Premium
21-Jun-05,RENTOKIL INITIAL                   ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,2201.390062437,N,Premium
9-Jul-84,REPUBLIC GOLDFIELDS INC            ,1777,Mining,Gold Mining,CA,Main Market,YES,NO,NO,NO,0,Y,Standard
26-Sep-08,RESOURCE HLDGS MANAGEMENT LD       ,5555,Media,Media Agencies,KY,AIM,YES,NO,NO,NO,5.43129615,N,
20-Jan-69,RESTAURANT GROUP PLC               ,5757,Travel & Leisure,Restaurants & Bars,GB,Main Market,YES,NO,NO,NO,1320.2062566,N,Premium
30-Jun-05,RESTORE PLC                        ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,219.097189285,N,
3-May-12,RETROSCREEN VIROLOGY PLC           ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,165.74818645,N,
10-Jul-12,REVOLYMER PLC                      ,1357,Chemicals,Specialty Chemicals,GB,AIM,YES,NO,NO,NO,26.88935,N,
8-May-14,REX BIONICS PLC                    ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,10.359786,N,
26-Mar-47,REXAM                              ,2723,General Industrials,Containers & Packaging,GB,Main Market,YES,NO,NO,NO,3198.88155731,N,Premium
5-Apr-62,RICARDO                            ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,326.02029225,N,Premium
20-Aug-04,RICHLAND RESOURCES LTD             ,1775,Mining,General Mining,BM,AIM,YES,NO,NO,NO,3.8011731625,N,
16-Jun-98,RICHOUX GROUP PLC                  ,5757,Travel & Leisure,Restaurants & Bars,GB,AIM,YES,NO,NO,NO,13.8029418,N,
15-Mar-06,RIGHTMOVE PLC                      ,5555,Media,Media Agencies,GB,Main Market,YES,NO,NO,NO,2377.94019984,N,Premium
28-Jul-66,RIGHTS & ISSUES INVESTMENT TRUST   ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,GB,Main Market,YES,NO,NO,NO,99.9779425,N,Premium
12-Nov-13,RIGHTSTER GROUP PLC                ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,57.16707355,N,
1-Nov-73,RIO TINTO                          ,1775,Mining,General Mining,GB,Main Market,YES,NO,NO,NO,42330.33057,N,Premium
1-Aug-88,RIT CAPITAL PARTNERS               ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,2170.25949107,N,Premium
26-Jun-14,RIVER & MERCANTILE GROUP PLC       ,8771,General Financial,Asset Managers,GB,Main Market,YES,NO,NO,NO,190.46120272,N,Premium
2-Dec-14,RIVER AND MERCANTL UK MICRO CAP INV,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,52.922105335,N,Premium
29-Oct-13,RIVERSTONE ENERGY LTD              ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,660.148343585,N,Premium
20-Mar-14,RM PLC                             ,9537,Software & Computer Services,Software,GB,Main Market,YES,NO,NO,NO,126.25720856,N,Premium
6-Jan-14,RM2 INTL SA                        ,2723,General Industrials,Containers & Packaging,LU,AIM,YES,NO,NO,NO,191.24546493,N,
13-Jul-00,ROBERT WALTERS                     ,2793,Support Services,Business Training & Employment Agencies,GB,Main Market,YES,NO,NO,NO,264.5575641925,N,Premium
6-Apr-04,ROBINSON                           ,2723,General Industrials,Containers & Packaging,GB,AIM,YES,NO,NO,NO,28.255339275,N,
15-Aug-05,ROCKHOPPER EXPLORATION             ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,192.40258914,N,
20-May-87,ROLLS-ROYCE HLDGS PLC              ,2713,Aerospace & Defence,Aerospace,GB,Main Market,YES,NO,NO,NO,16212.8019933,N,Premium
18-Apr-06,ROLTA INDIA                        ,9533,Software & Computer Services,Computer Services,IN,Main Market,NO,YES,NO,NO,8.24850022,Y,Standard
13-Apr-11,ROS AGRO PLC                       ,3577,Food Producers,Food Products,CY,Main Market,NO,YES,NO,NO,396.4779,Y,Standard
2-Jun-04,ROSE PETROLEUM PLC                 ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,31.71388752,N,
19-Jul-06,ROSNEFT OJSC                       ,537,Oil & Gas Producers,Integrated Oil & Gas,RU,Main Market,NO,YES,NO,NO,21611.8831574626,Y,Standard
25-Mar-73,ROSS GROUP                         ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,Main Market,YES,NO,NO,NO,2.153753136,N,Premium
8-Dec-11,ROSSETI JSC                        ,9535,Software & Computer Services,Internet,RU,Main Market,NO,YES,NO,NO,361.6904843957,Y,Standard
29-Apr-14,ROSSLYN DATA TECHNOLOGIES PLC      ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,13.58024652,N,
27-Sep-04,ROSTELEKOM                         ,6535,Fixed Line Telecommunications,Fixed Line Telecommunications,RU,Main Market,NO,YES,NO,NO,0,Y,
30-Aug-05,ROTALA                             ,5759,Travel & Leisure,Travel & Tourism,GB,AIM,YES,NO,NO,NO,22.17444544,N,
23-Jul-68,ROTORK                             ,2757,Industrial Engineering,Industrial Machinery,GB,Main Market,YES,NO,YES,NO,2018.512261745,N,Premium
3-Mar-08,ROXI PETROLEUM PLC                 ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,70.686133965,N,
10-Jul-68,ROYAL BANK OF SCOTLAND GROUP PLC   ,8355,Banks,Banks,GB,Main Market,YES,NO,YES,NO,25535.804052512,N,Premium
20-Jul-05,ROYAL DUTCH SHELL                  ,537,Oil & Gas Producers,Integrated Oil & Gas,GB,Main Market,YES,NO,NO,NO,141898.501625145,N,Premium
15-Oct-13,ROYAL MAIL PLC                     ,2771,Industrial Transportation,Delivery Services,GB,Main Market,YES,NO,NO,NO,4299,N,Premium
28-May-93,RPC GROUP                          ,2723,General Industrials,Containers & Packaging,GB,Main Market,YES,NO,NO,NO,925.50403155,N,Premium
10-Apr-95,RPS GROUP                          ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,458.091171687,N,Premium
13-Oct-93,RSA INSURANCE GROUP PLC            ,8532,Nonlife Insurance,Full Line Insurance,GB,Main Market,YES,NO,YES,NO,4572.07803405,N,Premium
15-Jun-98,RTC GROUP PLC                      ,2793,Support Services,Business Training & Employment Agencies,GB,AIM,YES,NO,NO,NO,5.80999918,N,
8-Jul-04,RUFFER INVESTMENT CO               ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,NO,NO,YES,NO,309.28697856,N,Premium
6-Jan-06,RURELEC                            ,7535,Electricity,Electricity,GB,AIM,YES,NO,NO,NO,24.028972405,N,
6-Jul-09,RUSHYDRO OJSC                      ,7537,Electricity,Alternative Electricity,RU,Main Market,NO,YES,NO,NO,2309.5164434815,Y,Standard
24-Jan-12,RUSPETRO PLC                       ,533,Oil & Gas Producers,Exploration & Production,GB,Main Market,YES,NO,NO,NO,55.0079442,N,Premium
11-Nov-03,RWS HLDGS                          ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,364.4462744,N,
16-Jul-98,RYANAIR HLDGS                      ,5751,Travel & Leisure,Airlines,IE,Main Market,YES,NO,NO,NO,10471.8967619717,Y,Standard
6-Oct-61,S & U                              ,8773,General Financial,Consumer Finance,GB,Main Market,YES,NO,YES,NO,238.60100689,N,Premium
20-Dec-06,SABIEN TECHNOLOGY GROUP PLC        ,2737,Electronic & Electrical Equipment,Electronic Equipment,GB,AIM,YES,NO,NO,NO,4.785705715,N,
1-Sep-08,SABLE MINING AFRICA LTD            ,1775,Mining,General Mining,VG,AIM,YES,NO,NO,NO,7.4200722758,N,
8-Mar-99,SABMILLER                          ,3533,Beverages,Brewers,GB,Main Market,YES,NO,NO,NO,53525.14443802,N,Premium
8-Apr-11,SACOIL HLDGS LTD                   ,537,Oil & Gas Producers,Integrated Oil & Gas,ZA,AIM,YES,NO,NO,NO,51.9190817113,N,
8-Jun-12,SACOVEN PLC                        ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,12.750002125,N,
2-Apr-14,SAFECHARGE INTL GROUP LTD          ,2795,Support Services,Financial Administration,VG,AIM,YES,NO,NO,NO,396.862039,N,
11-Oct-06,SAFELAND PLC                       ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,AIM,YES,NO,NO,NO,7.60511925,N,
2-May-14,SAFESTAY PLC                       ,5753,Travel & Leisure,Hotels,GB,AIM,YES,NO,NO,NO,13.08627292,N,
14-Mar-07,SAFESTORE HLDGS PLC                ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,Main Market,YES,NO,NO,NO,477.1737024,N,Premium
11-Dec-13,SAFESTYLE UK PLC                   ,5375,General Retailers,Home Improvement Retailers,JE,AIM,YES,NO,NO,NO,133.4861097763,N,
29-May-14,SAGA PLC                           ,5377,General Retailers,Specialized Consumer Services,GB,Main Market,YES,NO,NO,NO,1722.704083155,N,Premium
10-Jun-13,SAGE GROUP                         ,9537,Software & Computer Services,Software,GB,Main Market,YES,NO,NO,NO,5248.567570456,N,Premium
8-Jul-08,SAGENTIA GROUP PLC                 ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,44.7295788,N,
14-Feb-07,SAGICOR FINANCIAL CORP             ,8575,Life Insurance,Life Insurance,BB,Main Market,YES,NO,NO,NO,185.53470982,Y,Standard
11-Jul-75,SAINSBURY(J)                       ,5337,Food & Drug Retailers,Food Retailers & Wholesalers,GB,Main Market,YES,NO,NO,NO,4652.499513667,N,Premium
2-Jul-87,SAINT-GOBAIN(COMPAGNIE DE)         ,2353,Construction & Materials,Building Materials & Fixtures,FR,Main Market,YES,NO,NO,NO,9518.6805183999,Y,Standard
5-Dec-06,SALAMANDER ENERGY PLC              ,533,Oil & Gas Producers,Exploration & Production,GB,Main Market,YES,NO,NO,NO,165.7373029,N,Premium
8-Dec-06,SAMSUNG C&T CORP                   ,2797,Support Services,Industrial Suppliers,KR,Main Market,NO,YES,NO,NO,0,Y,Standard
28-Jun-95,SAMSUNG ELECTRONICS CO             ,9576,Technology Hardware & Equipment,Semiconductors,KR,Main Market,NO,YES,NO,NO,8470.1181950385,Y,Standard
29-Sep-08,SAN LEON ENERGY PLC                ,533,Oil & Gas Producers,Exploration & Production,IE,AIM,YES,NO,NO,NO,26.0626365534,N,
9-Dec-96,SANCTUARY HOUSING                  ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard
16-Dec-04,SANDERSON GROUP                    ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,36.42688026,N,
27-Jun-14,SANDITON INVESTMENT TRUST PLC      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,52.625,N,Premium
12-Jul-89,SANTANDER UK PLC                   ,8,Convertibles,Convertibles,GB,Main Market,NO,NO,YES,NO,0,N,Standard
11-Oct-04,SAREUM HLDGS PLC                   ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,AIM,YES,NO,NO,NO,7.1626435238,N,
2-May-14,SAROSSA PLC                        ,8775,General Financial,Specialty Finance,JE,AIM,YES,NO,NO,NO,11.5724225884,N,
1-Aug-14,SAVANNAH PETROLEUM PLC             ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,45.9680102,N,
1-Nov-10,SAVANNAH RESOURCES PLC             ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,7.021340991,N,
11-May-06,SAVILLS                            ,8637,Real Estate Investment & Services,Real Estate Services,GB,Main Market,YES,NO,NO,NO,905.7812432,N,Premium
1-Jul-11,SBERBANK OF RUSSIA                 ,8355,Banks,Banks,RU,Main Market,NO,YES,NO,NO,14022.2203205175,Y,Standard
30-Jul-10,SCANCELL HLDGS PLC                 ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,74.20359936,N,
23-Aug-06,SCAPA GROUP PLC                    ,1357,Chemicals,Specialty Chemicals,GB,AIM,YES,NO,NO,NO,195.9659855838,N,
29-Apr-63,SCHLUMBERGER                       ,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,CW,Main Market,YES,NO,NO,NO,80133.1474950788,Y,Standard
28-Mar-14,SCHOLIUM GROUP PLC                 ,5379,General Retailers,Specialty Retailers,GB,AIM,YES,NO,NO,NO,11.186,N,
20-Nov-95,SCHRODER ASIA PACIFIC FUND         ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,386.019168795,N,Premium
31-May-06,SCHRODER GLOBAL REAL ESTATE SEC LTD,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,98.797281105,N,Premium
9-Mar-95,SCHRODER INCOME GROWTH FUND        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,183.250897895,N,Premium
11-Jul-94,SCHRODER JAPAN GROWTH FUND         ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,162.34375,N,Premium
28-Jul-05,SCHRODER ORIENTAL INCOME FUND      ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,Main Market,YES,NO,NO,NO,419.2664906,N,Premium
16-Jul-04,SCHRODER REAL ESTATE INVEST TST LT ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,Main Market,YES,NO,NO,NO,308.515478355,N,Premium
10-Mar-94,SCHRODER UK GROWTH FUND            ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,252.8066743875,N,Premium
18-May-83,SCHRODER UK MID CAP FD PLC         ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,157.6316680125,N,Premium
30-Sep-59,SCHRODERS PLC                      ,8771,General Financial,Asset Managers,GB,Main Market,YES,NO,NO,NO,7202.58194175,N,Premium
9-Aug-13,SCIENCE IN SPORT LTD               ,3577,Food Producers,Food Products,GB,AIM,YES,NO,NO,NO,16.62240162,N,
8-Dec-08,SCIENTIFIC DIGITAL IMAGING PLC     ,4535,Health Care Equipment & Services,Medical Equipment,GB,AIM,YES,NO,NO,NO,3.389926,N,
25-Sep-97,SCISYS PLC                         ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,26.92926135,N,
24-Feb-10,SCOTGOLD RESOURCES LTD             ,1777,Mining,Gold Mining,AU,AIM,YES,NO,NO,NO,2.9847802373,N,
26-Feb-53,SCOTTISH AMERICAN INVESTMENT CO    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,330.7180352138,N,Premium
20-Aug-52,SCOTTISH INVESTMENT TRUST          ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,661.52313786,N,Premium
27-Jun-86,SCOTTISH MORTGAGE INVESTMENT TST   ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,3025.7847228,N,Premium
29-Mar-95,SCOTTISH ORIENTAL SMALLER COS TRUST,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,270.501557,N,Premium
7-Dec-99,SDL                                ,9537,Software & Computer Services,Software,GB,Main Market,YES,NO,NO,NO,333.82988855,N,Premium
14-Nov-96,SEAENERGY PLC                      ,7537,Electricity,Alternative Electricity,GB,AIM,YES,NO,NO,NO,14.3755791,N,
5-Jun-14,SECURE INCOME REIT PLC             ,8674,Real Estate Investment Trusts,Diversified REITs,GB,AIM,YES,NO,NO,NO,496.9090743,N,
1-Aug-07,SECURE PROPERTY DEV & INV PLC      ,8633,Real Estate Investment & Services,Real Estate Holding & Development,KY,AIM,YES,NO,NO,NO,18.805650525,N,
2-Nov-11,SECURE TRUST BANK PLC              ,8355,Banks,Banks,GB,AIM,YES,NO,NO,NO,515.83115437,N,
28-Jun-05,SECURITIES TRUST OF SCOTLAND.      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,150.38910623,N,Premium
1-Dec-05,SEEING MACHINES                    ,9572,Technology Hardware & Equipment,Computer Hardware,AU,AIM,YES,NO,NO,NO,51.183006655,N,
8-Dec-00,SEFTON RESOURCES INC               ,533,Oil & Gas Producers,Exploration & Production,VG,AIM,YES,NO,NO,NO,0.5003044723,N,
1-Dec-49,SEGRO PLC                          ,8671,Real Estate Investment Trusts,Industrial & Offices REITs,GB,Main Market,YES,NO,NO,NO,2746.401580832,N,Premium
4-Apr-96,SENECA GLOBAL INCOME & GROWTH TRUST,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,54.059569155,N,Premium
16-Feb-47,SENIOR PLC                         ,2713,Aerospace & Defence,Aerospace,GB,Main Market,YES,NO,NO,NO,1250.91947132,N,Premium
14-Apr-14,SEPLAT PETROLEUM DEVT CO PLC       ,533,Oil & Gas Producers,Exploration & Production,NG,Main Market,YES,NO,NO,NO,796.76685072,Y,Standard
3-Aug-07,SEPURA PLC                         ,9578,Technology Hardware & Equipment,Telecommunications Equipment,GB,Main Market,YES,NO,NO,NO,195.141332875,N,Premium
10-May-05,SERABI GOLD PLC                    ,1777,Mining,Gold Mining,GB,AIM,YES,NO,NO,NO,23.794108645,N,
12-May-88,SERCO GROUP                        ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,878.693305735,N,Premium
13-Dec-05,SERICA ENERGY                      ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,12.471425144,N,
2-Dec-13,SERVELEC GROUP PLC                 ,9533,Software & Computer Services,Computer Services,GB,Main Market,YES,NO,NO,NO,202.94577567,N,Premium
26-Sep-08,SERVICEPOWER TECHNOLOGIES PLC      ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,12.0823015613,N,
31-Dec-04,SERVISION                          ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,AIM,YES,NO,NO,NO,2.2026290513,N,
8-Jun-07,SERVOCA PLC                        ,2793,Support Services,Business Training & Employment Agencies,GB,AIM,YES,NO,NO,NO,21.975791775,N,
8-Jun-95,SEVERFIELD PLC                     ,2757,Industrial Engineering,Industrial Machinery,GB,Main Market,YES,NO,NO,NO,60.47487537,N,Premium
12-Dec-89,SEVERN TRENT PLC                   ,7577,"Gas, Water & Multiutilities",Water,GB,Main Market,YES,NO,NO,NO,4778.202733,N,Premium
14-Nov-06,SEVERSTAL PJSC                     ,1757,Industrial Metals,Steel,RU,Main Market,NO,YES,NO,NO,4890.6894975393,Y,Standard
24-Dec-10,SHAFT SINKERS HLDGS PLC            ,2791,Support Services,Business Support Services,IM,Main Market,YES,NO,NO,NO,2.49375,N,Premium
20-Oct-87,SHAFTESBURY PLC                    ,8672,Real Estate Investment Trusts,Retail REITs,GB,Main Market,YES,NO,YES,NO,2171.81931098,N,Premium
29-Feb-88,SHANKS GROUP                       ,2799,Support Services,Waste & Disposal Services,GB,Main Market,YES,NO,NO,NO,396.857212,N,Premium
11-Jul-05,SHANTA GOLD                        ,1777,Mining,Gold Mining,GG,AIM,YES,NO,NO,NO,39.124904,N,
15-May-08,SHARE PLC                          ,8777,General Financial,Investment Services,GB,AIM,YES,NO,NO,NO,46.0496998575,N,
26-Oct-07,SHELLSHOCK LTD                     ,8775,General Financial,Specialty Finance,BZ,AIM,YES,NO,NO,NO,4.08,N,
7-May-13,SHERBORNE INVESTORS(GUERNSEY) B LTD,8775,General Financial,Specialty Finance,GG,SFM,NO,NO,NO,NO,393.3,N,
29-Jul-09,SHIN KONG FINANCIAL HLDG CO        ,8575,Life Insurance,Life Insurance,TW,Main Market,NO,YES,NO,NO,0,Y,
23-May-08,SHIRE PLC                          ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,JE,Main Market,YES,NO,NO,NO,27033.44443923,N,Premium
26-Jan-72,SHIRES INCOME                      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,74.37,N,Premium
23-May-14,SHOE ZONE PLC                      ,5371,General Retailers,Apparel Retailers,GB,AIM,YES,NO,NO,NO,106,N,
29-Mar-10,SHORE CAPITAL GROUP LTD            ,8777,General Financial,Investment Services,GG,AIM,YES,NO,NO,NO,102.697,N,
25-Aug-05,SIERRA RUTILE LTD                  ,1775,Mining,General Mining,VG,AIM,YES,NO,NO,NO,125.15625,N,
18-May-89,SIG                                ,2797,Support Services,Industrial Suppliers,GB,Main Market,YES,NO,NO,NO,1029.787395399,N,Premium
27-Apr-00,SIGMA CAPITAL GROUP PLC            ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,36.470346025,N,
11-Sep-08,SIGNET JEWELERS LTD                ,5371,General Retailers,Apparel Retailers,BM,Main Market,YES,NO,NO,NO,7240.30265816,Y,Standard
5-Jan-10,SILENCE THERAPEUTICS PLC           ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,107.32210454,N,
2-Nov-06,SIMIGON LTD                        ,9537,Software & Computer Services,Software,IL,AIM,YES,NO,NO,NO,10.51673469,N,
28-Jun-02,SIMONS & CO                        ,7,Preference,Preference,GB,Main Market,NO,NO,YES,NO,0,N,Standard
6-Jun-11,SINCLAIR IS PHARMA PLC             ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,AIM,YES,NO,NO,NO,172.86665222,N,
20-Dec-06,SINCLAIR(WILLIAM)HLDGS             ,3722,Household Goods,Durable Household Products,GB,AIM,YES,NO,NO,NO,7.7134178,N,
1-Aug-05,SIRIUS MINERALS PLC                ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,206.996098575,N,
24-Mar-11,SIRIUS PETROLEUM PLC               ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,23.1988726515,N,
4-May-07,SIRIUS REAL ESTATE LD              ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,AIM,YES,NO,NO,NO,194.9018772197,N,
14-Feb-05,SISTEMA JSFC                       ,6575,Mobile Telecommunications,Mobile Telecommunications,RU,Main Market,NO,YES,NO,NO,1612.74442875,Y,Standard
3-Apr-95,SK TELECOM                         ,6575,Mobile Telecommunications,Mobile Telecommunications,KR,Main Market,NO,YES,NO,NO,1076.544796902,Y,Standard
7-Oct-10,SKIL PORTS & LOGISTICS LTD         ,2777,Industrial Transportation,Transportation Services,GG,AIM,YES,NO,NO,NO,16.83,N,
3-Aug-92,SKIPTON BUILDING SOCIETY           ,7,Preference,Preference,GB,Main Market,NO,NO,YES,NO,0,N,Standard
15-Dec-94,SKY PLC                            ,5553,Media,Broadcasting & Entertainment,GB,Main Market,YES,NO,NO,NO,15595.31816481,N,Premium
3-May-96,SKYEPHARMA                         ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,Main Market,YES,NO,NO,NO,351.12106765,N,Premium
24-May-05,SLINGSBY(H.C.)                     ,2757,Industrial Engineering,Industrial Machinery,GB,AIM,YES,NO,NO,NO,4,N,
